MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo
367060190,2016-01-01T00:42:41,21.31026,-157.86926,0.0,153.6,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367084860,2016-01-01T00:41:54,55.33352,-160.49783,0.0,-131.0,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367310270,2016-01-01T00:47:20,21.26451,-158.01605,8.6,88.4,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T00:48:30,21.26461,-158.01306,8.6,88.6,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T00:57:20,21.26553,-157.99063,8.6,88.2,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T01:08:49,21.26639,-157.96168,8.5,89.2,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367084860,2016-01-01T01:09:13,55.33351,-160.49782,0.0,-153.8,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367084860,2016-01-01T01:10:24,55.33350,-160.49783,0.0,-117.5,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
366606000,2016-01-01T00:00:08,21.31050,-157.86747,0.0,-120.4,189.0,HAWAII RESPONDER,IMO9043897,WBO8589,1011,under way using engine,63.57,13.43,4.4,54
367084860,2016-01-01T00:01:03,55.33351,-160.49784,0.0,-162.8,345.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367084860,2016-01-01T00:03:24,55.33353,-160.49782,0.0,-133.6,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367310270,2016-01-01T00:05:48,21.27766,-158.11607,8.2,122.5,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T00:07:59,21.27514,-158.11160,8.2,120.5,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367084860,2016-01-01T00:09:04,55.33354,-160.49784,0.0,-155.1,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367310270,2016-01-01T00:10:10,21.27266,-158.10720,8.1,120.8,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367084860,2016-01-01T00:10:14,55.33356,-160.49781,0.0,-159.8,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367310270,2016-01-01T00:29:29,21.26228,-158.06250,8.6,86.8,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
636016127,2016-01-01T00:32:48,21.28918,-157.92360,0.0,37.2,151.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
636016127,2016-01-01T00:35:50,21.28921,-157.92356,0.0,41.0,153.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
636016127,2016-01-01T00:38:51,21.28924,-157.92352,0.0,72.0,155.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
367310270,2016-01-01T00:39:37,21.26351,-158.03605,8.8,87.2,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T00:41:50,21.26381,-158.03031,8.9,88.0,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T00:44:00,21.26412,-158.02468,8.8,87.8,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367084860,2016-01-01T00:47:34,55.33351,-160.49783,0.0,-145.7,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
636016127,2016-01-01T00:53:48,21.28925,-157.92329,0.1,71.9,159.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
367084860,2016-01-01T00:56:53,55.33349,-160.49783,0.0,-134.6,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
636016127,2016-01-01T01:02:51,21.28928,-157.92302,0.1,111.8,168.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
636016127,2016-01-01T01:08:49,21.28927,-157.92277,0.2,97.3,175.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
367310270,2016-01-01T01:13:09,21.26752,-157.95082,8.5,72.6,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T00:01:20,21.28284,-158.12507,7.8,113.1,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T00:04:39,21.27906,-158.11840,7.6,122.0,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T00:09:08,21.27383,-158.10923,7.9,120.8,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367084860,2016-01-01T00:18:04,55.33353,-160.49781,0.0,177.6,345.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367084860,2016-01-01T00:19:13,55.33354,-160.49780,0.0,190.4,345.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367084860,2016-01-01T00:23:44,55.33353,-160.49782,0.0,-171.3,345.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367084860,2016-01-01T00:26:04,55.33352,-160.49782,0.0,-166.0,345.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
366606000,2016-01-01T00:14:29,21.31050,-157.86748,0.0,-120.4,189.0,HAWAII RESPONDER,IMO9043897,WBO8589,1011,under way using engine,63.57,13.43,4.4,54
366999649,2016-01-01T00:16:13,21.30909,-157.87376,0.1,-132.5,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366999649,2016-01-01T00:21:42,21.30909,-157.87377,0.0,53.2,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366999649,2016-01-01T00:29:33,21.30910,-157.87379,0.0,-151.5,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366999649,2016-01-01T00:33:01,21.30910,-157.87377,0.0,-99.9,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366606000,2016-01-01T00:34:57,21.31050,-157.86747,0.0,-120.4,189.0,HAWAII RESPONDER,IMO9043897,WBO8589,1011,under way using engine,63.57,13.43,4.4,54
366999649,2016-01-01T00:35:12,21.30910,-157.87376,0.0,-158.5,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366999649,2016-01-01T00:40:41,21.30911,-157.87375,0.1,36.5,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366606000,2016-01-01T00:46:08,21.31050,-157.86748,0.0,-120.4,189.0,HAWAII RESPONDER,IMO9043897,WBO8589,1011,under way using engine,63.57,13.43,4.4,54
366999649,2016-01-01T00:52:02,21.30910,-157.87377,0.0,165.1,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366606000,2016-01-01T00:54:48,21.31047,-157.86747,0.0,-120.4,189.0,HAWAII RESPONDER,IMO9043897,WBO8589,1011,under way using engine,63.57,13.43,4.4,54
366999649,2016-01-01T00:56:43,21.30908,-157.87378,0.1,23.8,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366999649,2016-01-01T00:57:51,21.30912,-157.87377,0.0,51.5,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366999649,2016-01-01T01:00:13,21.30910,-157.87377,0.0,29.7,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366999649,2016-01-01T01:07:53,21.30909,-157.87377,0.0,-150.0,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366606000,2016-01-01T01:08:18,21.31048,-157.86749,0.0,-120.4,190.0,HAWAII RESPONDER,IMO9043897,WBO8589,1011,under way using engine,63.57,13.43,4.4,54
366606000,2016-01-01T01:10:40,21.31049,-157.86748,0.0,-120.4,189.0,HAWAII RESPONDER,IMO9043897,WBO8589,1011,under way using engine,63.57,13.43,4.4,54
366999649,2016-01-01T01:11:20,21.30909,-157.87377,0.0,202.0,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366999649,2016-01-01T00:01:12,21.30910,-157.87378,0.0,-175.9,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366999649,2016-01-01T00:02:13,21.30911,-157.87378,0.0,-89.9,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366999649,2016-01-01T00:05:42,21.30910,-157.87376,0.0,-145.0,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366999649,2016-01-01T00:06:43,21.30911,-157.87375,0.0,-199.3,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366999649,2016-01-01T00:09:13,21.30909,-157.87376,0.0,-170.9,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366606000,2016-01-01T00:10:09,21.31050,-157.86748,0.0,-120.4,189.0,HAWAII RESPONDER,IMO9043897,WBO8589,1011,under way using engine,63.57,13.43,4.4,54
366999649,2016-01-01T00:12:42,21.30912,-157.87375,0.0,-80.8,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366999649,2016-01-01T00:17:21,21.30909,-157.87377,0.0,-119.9,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366606000,2016-01-01T00:22:29,21.31050,-157.86748,0.0,-120.4,189.0,HAWAII RESPONDER,IMO9043897,WBO8589,1011,under way using engine,63.57,13.43,4.4,54
366606000,2016-01-01T00:27:08,21.31050,-157.86749,0.0,-120.4,189.0,HAWAII RESPONDER,IMO9043897,WBO8589,1011,under way using engine,63.57,13.43,4.4,54
366999649,2016-01-01T00:30:42,21.30909,-157.87377,0.0,81.3,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366999649,2016-01-01T00:31:53,21.30911,-157.87375,0.0,85.8,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366999649,2016-01-01T00:47:21,21.30910,-157.87377,0.0,-146.3,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366999649,2016-01-01T00:54:22,21.30913,-157.87376,0.0,78.3,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366999649,2016-01-01T00:55:33,21.30914,-157.87375,0.0,7.4,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366999649,2016-01-01T01:01:21,21.30910,-157.87378,0.0,70.5,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
366606000,2016-01-01T01:02:39,21.31049,-157.86748,0.0,-120.4,189.0,HAWAII RESPONDER,IMO9043897,WBO8589,1011,under way using engine,63.57,13.43,4.4,54
367309860,2016-01-01T00:47:42,21.30996,-157.87020,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309860,2016-01-01T01:03:15,21.30999,-157.87020,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309860,2016-01-01T01:08:54,21.30999,-157.87020,0.0,0.0,304.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
366999649,2016-01-01T01:04:42,21.30909,-157.87378,0.0,-113.1,511.0,CG AHI,,NBDE,1018,under way using engine,26.52,5.79,,
367060190,2016-01-01T00:02:20,21.31021,-157.86929,0.1,-190.6,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367309860,2016-01-01T00:04:54,21.30994,-157.87021,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367060190,2016-01-01T00:06:43,21.31021,-157.86929,0.0,198.3,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367309860,2016-01-01T00:15:14,21.30994,-157.87021,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309860,2016-01-01T00:20:44,21.30995,-157.87022,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367060190,2016-01-01T00:35:51,21.31025,-157.86927,0.0,-68.9,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367060190,2016-01-01T00:51:32,21.31026,-157.86928,0.0,161.6,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367309860,2016-01-01T00:58:53,21.30998,-157.87020,0.0,0.0,302.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367060190,2016-01-01T01:01:52,21.31033,-157.86934,0.1,-112.6,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367060190,2016-01-01T01:06:22,21.31028,-157.86931,0.1,123.3,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367309860,2016-01-01T01:06:42,21.30999,-157.87019,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367060190,2016-01-01T01:09:41,21.31024,-157.86926,0.1,165.5,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367309860,2016-01-01T01:10:05,21.30999,-157.87020,0.0,0.0,304.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309860,2016-01-01T01:12:22,21.30999,-157.87019,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367060190,2016-01-01T01:13:01,21.31024,-157.86926,0.0,187.7,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367060190,2016-01-01T00:00:12,21.31021,-157.86929,0.1,-176.0,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367060190,2016-01-01T00:01:14,21.31021,-157.86928,0.0,11.1,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367309860,2016-01-01T00:00:04,21.30994,-157.87021,0.0,0.0,304.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367060190,2016-01-01T00:05:42,21.31021,-157.86929,0.1,138.2,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367060190,2016-01-01T00:12:20,21.31023,-157.86929,0.0,-188.1,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367309860,2016-01-01T00:27:35,21.30996,-157.87022,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
338085121,2016-01-01T00:02:24,55.33308,-160.49628,0.0,-143.0,60.0,CELTIC,,,30,engaged in fishing,19,0,3.0,30
367648260,2016-01-01T00:03:07,20.98826,-156.86963,5.1,-102.9,511.0,CASSIOPEIA,,WDH7450,1019,,11.67,3.6,,
367648260,2016-01-01T00:04:37,20.98948,-156.87153,5.1,-95.0,511.0,CASSIOPEIA,,WDH7450,1019,,11.67,3.6,,
367648260,2016-01-01T00:08:08,20.99214,-156.87575,4.0,-101.6,511.0,CASSIOPEIA,,WDH7450,1019,,11.67,3.6,,
338085121,2016-01-01T00:21:46,55.33311,-160.49629,0.0,-162.0,61.0,CELTIC,,,30,engaged in fishing,19,0,3.0,30
367648260,2016-01-01T00:26:37,21.00632,-156.89800,4.8,-108.1,511.0,CASSIOPEIA,,WDH7450,1019,,11.67,3.6,,
367648260,2016-01-01T00:31:08,21.00974,-156.90340,4.5,-105.3,511.0,CASSIOPEIA,,WDH7450,1019,,11.67,3.6,,
367648260,2016-01-01T00:34:37,21.01224,-156.90752,4.7,-112.8,511.0,CASSIOPEIA,,WDH7450,1019,,11.67,3.6,,
338085121,2016-01-01T00:37:19,55.33377,-160.49731,0.1,-60.8,354.0,CELTIC,,,30,engaged in fishing,19,0,3.0,30
338085121,2016-01-01T00:44:04,55.33375,-160.49735,0.0,-91.9,355.0,CELTIC,,,30,engaged in fishing,19,0,3.0,30
367648260,2016-01-01T00:45:07,21.01797,-156.91881,4.2,-111.9,511.0,CASSIOPEIA,,WDH7450,1019,,11.67,3.6,,
367648260,2016-01-01T00:50:38,21.02110,-156.92484,4.2,-105.6,511.0,CASSIOPEIA,,WDH7450,1019,,11.67,3.6,,
338085121,2016-01-01T00:50:44,55.33375,-160.49732,0.0,-108.1,356.0,CELTIC,,,30,engaged in fishing,19,0,3.0,30
367008810,2016-01-01T00:10:19,21.30980,-157.87288,1.2,-62.5,511.0,CAPT LES EASOM,IMO7129520,WTT8587,1025,under way using engine,37.67,9.45,3.8,32
367310270,2016-01-01T00:26:09,21.26193,-158.07104,8.7,88.7,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367084860,2016-01-01T00:30:33,55.33353,-160.49781,0.0,24.4,345.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367084860,2016-01-01T00:31:43,55.33351,-160.49781,0.0,-122.2,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367310270,2016-01-01T00:35:19,21.26297,-158.04742,8.8,86.6,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
636016127,2016-01-01T00:44:50,21.28922,-157.92342,0.0,105.2,156.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
367310270,2016-01-01T00:45:02,21.26419,-158.02295,8.8,88.0,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
636016127,2016-01-01T00:47:49,21.28922,-157.92339,0.0,94.6,157.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
367084860,2016-01-01T00:50:54,55.33351,-160.49783,0.0,-89.5,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367310270,2016-01-01T00:51:49,21.26496,-158.00456,8.6,87.3,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T00:55:00,21.26526,-157.99653,8.5,87.7,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
636016127,2016-01-01T00:59:49,21.28929,-157.92312,0.1,106.0,166.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
367084860,2016-01-01T01:01:15,55.33350,-160.49783,0.0,-123.0,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367310270,2016-01-01T01:09:57,21.26646,-157.95873,8.5,88.4,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367084860,2016-01-01T01:13:55,55.33352,-160.49784,0.0,-102.9,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367084860,2016-01-01T00:04:34,55.33351,-160.49783,0.0,-141.8,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
636016127,2016-01-01T00:05:48,21.28915,-157.92357,0.0,54.1,153.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
636016127,2016-01-01T00:08:48,21.28921,-157.92354,0.1,61.8,154.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
367310270,2016-01-01T00:11:20,21.27130,-158.10481,8.0,121.6,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T00:14:50,21.26725,-158.09767,8.0,122.0,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T00:31:50,21.26255,-158.05646,8.7,87.9,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367084860,2016-01-01T00:32:54,55.33353,-160.49784,0.0,-77.0,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367310270,2016-01-01T00:37:29,21.26326,-158.04170,8.8,86.7,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367084860,2016-01-01T00:38:24,55.33352,-160.49782,0.0,-124.8,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367084860,2016-01-01T00:43:04,55.33352,-160.49781,0.0,-121.7,347.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367084860,2016-01-01T00:53:15,55.33351,-160.49783,0.0,-95.1,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367310270,2016-01-01T00:53:59,21.26514,-157.99908,8.5,88.6,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367084860,2016-01-01T01:00:14,55.33350,-160.49783,0.0,-178.0,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367310270,2016-01-01T01:05:19,21.26622,-157.97047,8.4,88.1,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T01:17:43,21.26987,-157.93999,8.7,77.0,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
636016127,2016-01-01T01:17:49,21.28927,-157.92197,0.3,105.8,192.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
367084860,2016-01-01T00:00:02,55.33350,-160.49784,0.0,-166.5,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367310270,2016-01-01T00:03:38,21.28021,-158.12041,8.2,120.6,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367084860,2016-01-01T00:06:45,55.33355,-160.49780,0.0,-142.5,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367084860,2016-01-01T00:17:03,55.33353,-160.49780,0.0,200.7,345.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
636016127,2016-01-01T00:17:28,21.28918,-157.92351,0.1,186.6,156.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
367310270,2016-01-01T00:21:38,21.26188,-158.08243,8.4,100.0,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
338085121,2016-01-01T00:51:55,55.33375,-160.49736,0.0,-106.3,356.0,CELTIC,,,30,engaged in fishing,19,0,3.0,30
338085121,2016-01-01T00:54:16,55.33373,-160.49733,0.0,-100.6,355.0,CELTIC,,,30,engaged in fishing,19,0,3.0,30
338085121,2016-01-01T01:00:06,55.33370,-160.49728,0.0,-92.9,355.0,CELTIC,,,30,engaged in fishing,19,0,3.0,30
338085121,2016-01-01T01:02:35,55.33371,-160.49731,0.0,-95.9,355.0,CELTIC,,,30,engaged in fishing,19,0,3.0,30
367648260,2016-01-01T00:00:07,20.98609,-156.86609,4.1,-100.5,511.0,CASSIOPEIA,,WDH7450,1019,,11.67,3.6,,
338085121,2016-01-01T00:04:46,55.33311,-160.49628,0.0,-144.4,60.0,CELTIC,,,30,engaged in fishing,19,0,3.0,30
338085121,2016-01-01T00:10:34,55.33313,-160.49627,0.0,-153.5,61.0,CELTIC,,,30,engaged in fishing,19,0,3.0,30
338085121,2016-01-01T00:13:56,55.33318,-160.49629,0.0,-160.1,61.0,CELTIC,,,30,engaged in fishing,19,0,3.0,30
367648260,2016-01-01T00:14:38,20.99699,-156.88355,4.5,-107.8,511.0,CASSIOPEIA,,WDH7450,1019,,11.67,3.6,,
338085121,2016-01-01T00:16:14,55.33306,-160.49617,0.0,-165.4,61.0,CELTIC,,,30,engaged in fishing,19,0,3.0,30
367648260,2016-01-01T00:19:06,21.00035,-156.88892,4.7,-107.9,511.0,CASSIOPEIA,,WDH7450,1019,,11.67,3.6,,
367648260,2016-01-01T00:30:06,21.00895,-156.90215,4.9,-107.0,511.0,CASSIOPEIA,,WDH7450,1019,,11.67,3.6,,
338085121,2016-01-01T00:41:55,55.33377,-160.49728,0.0,-69.6,356.0,CELTIC,,,30,engaged in fishing,19,0,3.0,30
367648260,2016-01-01T00:44:06,21.01748,-156.91779,3.9,-106.2,511.0,CASSIOPEIA,,WDH7450,1019,,11.67,3.6,,
338085121,2016-01-01T00:46:25,55.33377,-160.49738,0.1,-96.5,355.0,CELTIC,,,30,engaged in fishing,19,0,3.0,30
338085121,2016-01-01T00:58:56,55.33368,-160.49719,0.0,-98.3,355.0,CELTIC,,,30,engaged in fishing,19,0,3.0,30
367648260,2016-01-01T01:09:08,21.03186,-156.94357,4.0,-109.0,511.0,CASSIOPEIA,,WDH7450,1019,,11.67,3.6,,
338085121,2016-01-01T00:05:54,55.33313,-160.49630,0.0,-150.2,61.0,CELTIC,,,30,engaged in fishing,19,0,3.0,30
367648260,2016-01-01T00:11:36,20.99471,-156.87992,4.7,-112.9,511.0,CASSIOPEIA,,WDH7450,1019,,11.67,3.6,,
367648260,2016-01-01T00:13:37,20.99621,-156.88229,5.2,-106.7,511.0,CASSIOPEIA,,WDH7450,1019,,11.67,3.6,,
338085121,2016-01-01T00:15:05,55.33313,-160.49626,0.0,-161.9,60.0,CELTIC,,,30,engaged in fishing,19,0,3.0,30
338085121,2016-01-01T00:19:36,55.33310,-160.49623,0.0,-165.5,61.0,CELTIC,,,30,engaged in fishing,19,0,3.0,30
367309860,2016-01-01T00:30:44,21.30996,-157.87022,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367060190,2016-01-01T00:34:42,21.31024,-157.86927,0.0,124.9,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367309860,2016-01-01T00:40:54,21.30996,-157.87021,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309860,2016-01-01T00:51:03,21.30997,-157.87020,0.0,0.0,304.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367060190,2016-01-01T00:53:52,21.31024,-157.86927,0.0,119.7,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367060190,2016-01-01T01:05:12,21.31030,-157.86932,0.1,-203.5,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367060190,2016-01-01T01:07:30,21.31026,-157.86928,0.0,-56.8,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367060190,2016-01-01T01:16:31,21.31025,-157.86924,0.0,120.1,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367309860,2016-01-01T00:01:23,21.30994,-157.87021,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309860,2016-01-01T00:02:32,21.30994,-157.87021,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309860,2016-01-01T00:03:42,21.30994,-157.87021,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
